Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,teamworking,problemSolvingskills,techSkillsLevel,comSkillsLevel,resumeLevel,projectsNo,easyProjects,mediumProjects,hardProjects,advancedProjects,personalityLevel,achievementsType,winnerNo,runnerNo,participantNo
21,Male,Information Technology,1,8.92,1,2,9,4,5,7,0,1,3,0,3,7,hackathon,2,4,1
21,Male,Electronics And Communication,0,8.41,0,2,2,3,9,9,4,1,4,2,2,2,hackathon,3,2,3
22,Male,Information Technology,2,7.51,0,1,3,0,3,3,4,2,0,0,1,3,hackathon and coding competition,0,4,4
22,Male,Computer Science,1,6.13,0,2,1,7,6,5,1,4,4,1,3,10,hackathon,3,1,3
21,Male,Electronics And Communication,0,8.36,0,2,4,3,3,5,4,0,2,3,4,3,hackathon and extracurricular,0,2,2
22,Male,Computer Science,1,7.25,0,1,6,1,9,8,1,2,3,1,2,4,hackathon and coding competition,2,4,4
21,Male,Electronics And Communication,0,9.66,0,2,1,0,6,9,0,2,0,1,1,4,hackathon,3,0,4
22,Female,Information Technology,0,7.32,0,2,2,2,5,3,0,2,0,3,0,9,hackathon,0,1,1
22,Male,Information Technology,1,7.81,0,1,9,1,8,6,5,1,0,3,0,7,hackathon and others,0,0,5
21,Male,Information Technology,2,9.83,0,1,8,5,7,5,6,1,1,3,4,9,hackathon and others,0,1,5
21,Male,Computer Science,2,6.08,0,1,1,7,8,8,3,0,4,0,3,2,hackathon and others,0,4,6
22,Female,Information Technology,2,7.58,0,2,4,6,3,6,0,1,0,2,1,6,hackathon,0,1,2
21,Male,Computer Science,2,6.18,0,3,2,8,8,3,3,2,4,3,3,1,coding competition,3,4,3
21,Male,Information Technology,2,8.56,0,2,5,3,8,3,0,1,3,2,0,10,hackathon,2,2,1
21,Male,Computer Science,2,7.60,0,2,5,7,8,3,5,4,0,0,1,3,hackathon and extracurricular,1,1,2
22,Female,Information Technology,1,7.81,0,1,8,3,8,3,3,1,0,1,2,3,hackathon,2,4,6
22,Male,Computer Science,2,7.17,0,4,6,2,7,3,1,1,0,2,3,10,coding competition,3,2,3
21,Male,Electrical,1,9.26,0,2,8,5,6,8,1,2,4,1,1,3,hackathon and extracurricular,3,4,3
21,Male,Information Technology,2,6.14,1,2,7,5,9,5,5,0,4,3,0,9,coding competition,1,1,1
22,Male,Computer Science,1,8.48,1,2,3,5,4,3,4,0,0,4,4,2,hackathon and coding competition,1,2,1
21,Male,Computer Science,1,9.18,0,2,1,0,9,8,0,4,2,1,4,9,hackathon and coding competition,0,4,3
21,Male,Civil,2,9.43,0,3,7,6,7,6,2,2,4,0,4,10,hackathon and coding competition,3,1,5
22,Male,Electrical,1,8.17,0,2,5,6,3,3,4,1,4,2,3,3,hackathon and coding competition,2,1,4
21,Male,Information Technology,1,7.87,1,2,10,2,9,8,6,1,3,0,1,2,hackathon,3,2,7
21,Male,Electronics And Communication,1,7.08,0,2,4,3,8,7,4,4,0,4,2,4,hackathon,2,4,3
21,Male,Electrical,1,9.66,1,2,3,8,4,3,4,2,1,4,0,3,hackathon and coding competition,0,3,3
21,Male,Electrical,2,9.41,0,1,7,2,5,4,6,3,3,3,2,9,hackathon and coding competition,2,4,7
22,Male,Electronics And Communication,1,7.74,0,3,2,4,4,9,4,3,2,2,4,6,hackathon and extracurricular,1,4,2
22,Male,Mechanical,1,6.99,0,2,10,3,9,4,1,4,1,3,0,1,hackathon and others,2,0,5
21,Male,Civil,2,7.09,1,2,4,9,6,8,4,0,3,3,3,10,hackathon and coding competition,2,1,1
22,Female,Computer Science,1,9.18,0,2,1,8,9,6,3,2,3,0,0,5,coding competition,1,3,4
22,Male,Electrical,2,6.00,0,2,6,3,4,9,4,1,4,0,1,6,coding competition,1,0,2
22,Male,Mechanical,2,8.24,0,2,1,0,3,7,2,2,3,0,4,9,hackathon and coding competition,0,4,7
22,Female,Electronics And Communication,1,8.79,0,3,4,7,4,6,2,0,4,3,4,5,coding competition,0,0,6
22,Female,Electronics And Communication,2,7.69,0,1,8,1,3,6,3,4,4,1,1,6,hackathon and coding competition,1,2,7
22,Male,Electronics And Communication,1,9.33,0,1,3,9,3,8,2,0,0,0,3,1,hackathon,3,1,6
21,Male,Mechanical,1,8.18,0,2,2,9,3,5,1,1,2,4,1,4,hackathon and coding competition,0,0,5
22,Male,Mechanical,2,6.52,0,1,3,3,4,3,2,3,1,0,1,7,hackathon and extracurricular,2,1,6
22,Male,Civil,1,9.19,0,3,4,6,7,5,2,1,3,2,0,6,hackathon and extracurricular,3,3,6
21,Male,Mechanical,1,6.76,0,1,8,9,5,3,0,3,3,1,2,9,hackathon and extracurricular,2,3,5
21,Female,Information Technology,2,7.79,0,3,9,0,4,9,5,3,1,2,2,3,hackathon and others,1,3,5
21,Male,Electronics And Communication,2,8.11,0,3,7,7,8,9,1,4,0,4,4,10,coding competition,1,2,6
21,Male,Information Technology,2,6.11,1,2,8,8,8,4,1,3,2,2,2,5,hackathon and extracurricular,1,1,4
22,Male,Computer Science,2,8.30,0,2,3,6,5,9,2,3,4,3,2,2,coding competition,1,1,5
22,Male,Information Technology,1,9.37,0,2,2,2,7,9,0,3,4,0,4,1,hackathon and extracurricular,1,0,4
22,Male,Electrical,2,8.25,0,2,5,6,5,4,4,3,2,4,1,2,hackathon and extracurricular,2,4,5
22,Male,Electronics And Communication,2,8.40,0,2,2,1,6,8,0,2,2,3,2,4,coding competition,3,0,6
21,Male,Computer Science,2,8.79,0,1,5,1,7,9,0,4,2,4,0,1,coding competition,0,3,6
22,Male,Computer Science,1,9.42,0,2,10,7,9,5,0,4,1,4,3,7,hackathon and coding competition,0,1,3
21,Female,Mechanical,1,9.29,0,1,7,3,7,4,4,3,3,2,4,1,coding competition,2,0,6
21,Male,Computer Science,2,8.73,0,1,9,6,9,6,5,2,0,4,2,6,hackathon,1,3,7
22,Female,Computer Science,1,7.41,0,3,9,3,6,3,2,2,2,4,3,10,hackathon and extracurricular,0,4,2
21,Male,Mechanical,1,6.65,1,2,3,8,8,5,1,2,4,0,4,2,coding competition,2,3,7
22,Male,Electronics And Communication,1,6.80,1,1,8,6,4,4,6,0,1,2,2,8,hackathon and extracurricular,1,0,7
21,Female,Computer Science,1,6.38,0,3,9,2,7,5,1,0,2,1,1,5,hackathon,3,0,6
22,Male,Electrical,1,6.15,0,2,1,5,3,8,0,3,3,3,1,10,hackathon,2,0,7
21,Male,Information Technology,2,7.64,0,2,6,6,9,6,4,2,4,1,0,2,hackathon and coding competition,0,3,1
21,Female,Information Technology,1,9.72,1,1,5,5,5,4,4,0,1,0,2,4,coding competition,2,0,3
22,Female,Information Technology,1,7.71,0,1,9,9,9,8,3,0,2,3,4,5,hackathon and coding competition,3,1,7
21,Male,Mechanical,2,7.78,0,,2,2,9,7,3,1,4,2,0,10,hackathon,0,3,3
22,Male,Mechanical,1,6.72,0,,7,2,8,5,6,3,0,4,4,7,hackathon and extracurricular,2,1,3
21,Male,Electronics And Communication,1,6.68,0,,5,7,6,5,0,0,2,2,3,4,hackathon and coding competition,2,4,5
22,Male,Information Technology,0,7.39,0,,8,4,8,8,0,1,0,2,2,7,hackathon and others,3,2,3
22,Male,Civil,1,8.30,0,,5,4,9,5,3,3,4,3,0,3,hackathon and others,3,1,1
21,Male,Electrical,0,6.64,0,,7,1,6,8,6,3,0,0,1,1,coding competition,2,3,4
22,Male,Electronics And Communication,1,9.37,0,,7,5,6,7,2,3,4,1,2,5,hackathon,1,0,2
22,Female,Information Technology,1,7.96,0,,7,2,3,4,0,4,1,1,1,2,hackathon and coding competition,2,2,6
22,Female,Electrical,1,7.19,1,,9,9,4,5,3,3,2,4,0,2,hackathon and others,0,1,3
21,Male,Mechanical,0,8.66,0,,1,1,6,8,1,2,1,2,4,8,hackathon,3,1,1
22,Male,Electronics And Communication,0,6.62,0,,3,4,8,3,2,0,0,0,0,2,hackathon and extracurricular,2,4,5
22,Male,Information Technology,1,8.64,0,,2,2,3,7,0,2,3,4,4,10,hackathon,2,0,6
22,Male,Computer Science,0,6.65,1,,6,5,5,8,1,3,0,2,0,6,hackathon and extracurricular,1,0,2
21,Male,Electronics And Communication,1,6.33,1,,7,1,6,4,1,3,0,0,0,1,hackathon,3,4,7
22,Male,Computer Science,0,9.03,0,,10,5,6,5,5,4,3,4,3,4,hackathon and coding competition,0,0,7
22,Male,Information Technology,0,7.44,0,,10,4,4,7,1,3,0,0,1,4,hackathon and coding competition,3,4,7
21,Male,Electronics And Communication,1,8.61,0,,8,5,3,6,2,3,1,4,0,7,coding competition,1,4,1
22,Male,Mechanical,1,6.99,1,,6,1,8,5,3,1,0,2,4,2,coding competition,3,2,3
22,Male,Computer Science,2,9.84,0,,8,2,3,3,0,3,2,2,0,3,coding competition,0,1,3
22,Female,Electrical,1,6.63,1,,9,3,5,6,0,0,3,2,3,4,coding competition,0,0,2
21,Male,Civil,1,7.26,0,,1,1,9,5,6,4,4,0,0,9,hackathon and extracurricular,3,0,5
22,Male,Civil,0,7.20,0,,10,4,3,7,6,4,4,1,0,7,coding competition,0,4,5
22,Male,Electrical,0,7.25,0,,8,1,3,5,0,0,4,2,4,8,hackathon and extracurricular,2,3,6
21,Male,Computer Science,1,9.16,0,,6,5,5,9,4,1,4,2,2,3,coding competition,1,1,1
22,Female,Information Technology,0,9.67,0,,2,2,5,9,0,2,4,3,1,8,hackathon,1,1,3
21,Male,Electrical,0,8.06,0,,10,7,3,4,1,2,4,4,1,1,coding competition,0,4,3
21,Male,Mechanical,0,8.16,0,,6,3,4,7,1,2,0,2,1,1,hackathon and coding competition,1,1,5
21,Male,Computer Science,1,7.30,0,,9,3,5,6,2,2,4,4,4,3,hackathon and extracurricular,2,0,1
22,Male,Computer Science,0,8.33,0,,6,7,9,8,2,1,1,0,0,4,hackathon and others,2,0,7
22,Female,Civil,1,7.97,0,,3,1,9,5,1,3,3,1,2,9,hackathon and extracurricular,2,4,3
22,Female,Information Technology,1,6.43,0,,1,9,6,8,0,0,1,1,2,9,hackathon and others,2,1,7
21,Female,Information Technology,2,9.87,1,,10,4,9,9,0,1,0,2,2,5,hackathon and others,0,4,5
21,Male,Computer Science,1,6.55,0,,6,9,3,3,2,2,2,4,2,8,hackathon and coding competition,1,2,3
22,Male,Information Technology,0,6.47,0,,10,4,7,5,6,3,4,4,1,8,coding competition,2,1,3
21,Female,Electronics And Communication,0,8.64,0,,5,5,8,4,2,2,1,0,3,4,coding competition,2,1,1
22,Male,Civil,2,7.82,0,,6,8,9,3,1,0,0,4,3,9,hackathon and coding competition,3,0,5
21,Male,Electronics And Communication,2,8.19,0,,5,4,9,7,3,1,0,2,1,8,hackathon and extracurricular,3,2,1
21,Male,Mechanical,0,6.41,0,,9,1,9,6,5,1,3,4,0,7,hackathon and extracurricular,1,4,2
21,Male,Electrical,0,7.26,0,,4,3,7,4,0,0,3,1,3,2,coding competition,2,3,5
22,Male,Mechanical,0,8.25,0,,4,5,6,9,3,2,4,2,0,4,hackathon and extracurricular,2,1,3
21,Male,Civil,0,7.07,0,,7,9,4,7,6,0,0,2,0,8,hackathon and coding competition,3,1,4
22,Male,Information Technology,0,6.42,0,,5,3,6,3,5,4,1,4,2,5,hackathon,0,1,7
21,Male,Computer Science,1,9.31,0,,2,8,7,5,2,2,0,2,4,1,hackathon,3,3,7
22,Male,Computer Science,1,7.79,0,,1,9,4,8,2,1,3,3,0,8,hackathon and extracurricular,3,2,5
21,Male,Information Technology,2,7.29,0,,10,8,8,4,1,0,3,3,0,3,hackathon and extracurricular,2,4,3
22,Male,Information Technology,1,6.38,0,,3,5,6,9,6,1,2,1,2,3,coding competition,2,1,3
22,Female,Civil,1,7.18,0,,3,2,8,6,0,1,1,2,3,7,coding competition,3,0,1
21,Male,Computer Science,0,9.82,0,,8,2,7,3,1,1,4,3,2,1,coding competition,1,0,4
21,Male,Computer Science,0,8.21,1,,3,9,9,9,6,0,1,3,0,5,hackathon and others,3,3,7
21,Male,Mechanical,2,7.12,0,,9,1,6,5,4,2,3,1,0,1,hackathon and extracurricular,1,1,2
21,Male,Electrical,1,7.58,0,,10,5,6,3,1,2,3,4,0,10,coding competition,0,0,4
25,Male,Computer Science,0,6.41,0,,7,5,8,8,1,2,4,0,0,6,hackathon,3,3,7
26,Male,Electronics And Communication,2,8.85,0,,9,7,3,3,1,0,0,4,1,10,hackathon,3,1,7
24,Female,Electrical,1,8.72,1,,8,8,6,7,1,4,3,1,4,7,hackathon and coding competition,0,3,2
25,Male,Computer Science,2,6.76,0,,2,0,5,6,2,1,3,4,3,4,hackathon and extracurricular,3,4,7
24,Female,Electronics And Communication,0,8.25,0,,7,2,4,8,0,1,2,3,2,4,hackathon and extracurricular,1,0,3
25,Male,Computer Science,1,7.98,0,,6,2,7,8,4,2,0,1,3,6,hackathon and extracurricular,2,4,4
23,Male,Electronics And Communication,0,8.56,0,,8,4,5,7,0,3,1,2,1,4,hackathon and extracurricular,1,2,1
24,Male,Electrical,1,6.58,0,,2,0,3,7,1,0,0,3,0,4,hackathon and others,0,1,2
25,Male,Civil,0,8.25,0,,8,5,6,7,0,3,4,4,2,10,hackathon,3,2,2
25,Male,Computer Science,1,9.67,0,,1,2,8,9,0,1,2,0,1,1,hackathon and others,3,3,1
26,Female,Information Technology,1,7.31,0,,7,2,9,8,1,3,4,0,3,2,hackathon and coding competition,1,1,5
26,Male,Information Technology,1,8.62,0,,5,8,3,8,1,2,0,3,1,5,hackathon and coding competition,0,1,3
25,Male,Electrical,0,9.81,0,,7,2,7,9,4,3,3,4,3,5,hackathon,3,0,3
26,Male,Information Technology,0,6.04,0,,10,2,3,3,5,3,0,1,2,8,hackathon and extracurricular,3,2,7
24,Male,Information Technology,0,8.98,0,,7,0,6,8,1,3,4,3,3,1,coding competition,0,3,5
25,Male,Computer Science,1,6.80,0,,8,0,8,5,4,2,3,4,3,9,coding competition,1,0,6
23,Male,Computer Science,1,9.69,0,,1,2,5,8,6,3,4,0,4,2,coding competition,2,2,2
23,Male,Civil,0,9.86,0,,10,7,5,4,3,3,1,1,1,5,coding competition,0,0,5
24,Male,Electronics And Communication,1,8.99,0,,3,0,5,5,2,0,4,0,1,7,hackathon and others,0,4,1
25,Male,Computer Science,0,9.24,0,,9,7,4,8,0,2,3,3,1,9,hackathon and others,0,1,5
24,Male,Computer Science,0,9.64,1,,3,2,7,4,4,2,0,3,2,3,hackathon and extracurricular,2,0,2
24,Male,Mechanical,2,8.70,0,,8,6,6,6,4,4,2,3,2,7,coding competition,2,3,7
23,Male,Mechanical,1,9.57,0,,10,4,9,6,6,4,2,2,1,5,hackathon,2,3,4
26,Male,Information Technology,1,7.11,0,,8,4,8,5,4,1,3,1,1,8,coding competition,1,4,7
23,Female,Civil,1,6.53,1,,5,4,7,5,5,1,1,2,2,4,coding competition,3,3,1
26,Male,Computer Science,1,6.37,0,,1,8,4,7,0,4,3,2,4,9,coding competition,3,2,7
26,Male,Electrical,2,8.55,0,,5,5,5,6,3,4,2,0,0,9,hackathon,2,2,2
26,Male,Electrical,0,7.90,1,,10,3,9,3,3,0,4,0,2,10,hackathon,0,0,2
26,Male,Civil,0,8.59,0,,6,3,7,9,3,3,2,0,0,10,hackathon and extracurricular,3,2,2
24,Male,Mechanical,0,6.92,1,,4,5,5,5,4,4,1,3,0,4,coding competition,0,4,2
24,Male,Computer Science,1,8.31,0,,6,9,6,6,0,1,4,2,3,8,hackathon and extracurricular,3,3,4
23,Male,Electrical,0,8.51,0,,10,2,5,7,6,0,2,3,3,2,hackathon and others,2,2,4
26,Female,Mechanical,1,7.61,0,,4,0,4,7,1,3,2,2,0,9,hackathon and coding competition,0,0,7
23,Male,Information Technology,1,9.36,0,,3,5,7,6,5,4,1,1,2,9,coding competition,3,1,1
24,Male,Mechanical,0,9.63,0,,5,5,4,9,5,2,2,2,4,3,hackathon and others,2,0,3
26,Male,Civil,0,6.90,0,,1,7,6,8,5,3,4,3,4,1,hackathon and others,2,2,3
25,Male,Electrical,0,8.45,0,,4,5,4,7,1,2,1,2,2,3,coding competition,0,0,5
23,Male,Mechanical,0,7.28,1,,5,1,9,4,4,3,3,1,1,10,hackathon and extracurricular,0,4,3
24,Female,Computer Science,1,7.00,0,,3,4,8,4,1,4,3,1,0,6,coding competition,1,1,1
23,Male,Information Technology,1,8.55,0,,8,3,4,7,6,1,0,2,3,5,hackathon,1,3,1
23,Male,Mechanical,0,8.42,0,,8,6,7,4,0,1,3,2,2,10,coding competition,3,2,7
26,Male,Computer Science,3,9.50,0,,8,7,8,5,4,1,2,1,2,2,hackathon and coding competition,1,1,1
24,Male,Information Technology,1,8.19,0,,4,0,8,9,3,2,3,0,1,2,hackathon and others,3,4,7
26,Male,Electrical,1,8.93,0,,5,3,7,8,4,4,3,4,1,4,hackathon and extracurricular,0,0,2
23,Male,Computer Science,1,7.54,0,,6,7,7,3,0,3,0,0,3,2,hackathon and coding competition,1,2,1
23,Male,Civil,1,6.41,0,,8,9,4,3,6,2,3,3,2,6,hackathon and coding competition,2,4,4
26,Male,Information Technology,1,9.66,0,,10,4,5,3,6,2,1,4,3,10,hackathon and coding competition,3,0,6
26,Male,Civil,0,6.38,0,,5,1,6,3,1,2,1,3,2,6,hackathon,3,2,6
24,Male,Computer Science,1,8.87,0,,5,7,9,6,4,4,3,0,3,2,hackathon and coding competition,2,2,1
23,Male,Information Technology,0,6.37,0,,2,2,7,3,3,2,1,3,3,7,hackathon and extracurricular,3,2,3
26,Female,Information Technology,1,6.90,1,,7,3,3,8,4,3,2,1,0,4,hackathon,2,3,1
23,Male,Electronics And Communication,1,7.31,1,,2,0,6,4,3,0,3,1,2,4,coding competition,2,0,5
24,Male,Civil,0,6.24,0,,6,6,3,8,3,0,3,3,1,7,hackathon and extracurricular,2,1,4
24,Male,Computer Science,1,9.09,0,,8,2,5,4,4,1,2,2,2,4,hackathon and coding competition,0,2,3
25,Male,Information Technology,1,9.46,0,,9,2,5,7,1,4,4,1,4,7,hackathon,1,4,1
25,Male,Computer Science,0,9.13,0,,10,6,7,3,1,1,1,4,0,10,hackathon and coding competition,3,4,5
26,Male,Civil,0,8.32,0,,6,7,8,5,5,3,2,1,3,3,hackathon and others,2,4,1
24,Male,Mechanical,0,9.94,0,,10,6,7,4,4,2,0,0,4,3,hackathon and extracurricular,2,1,6
26,Female,Electrical,1,9.59,0,,9,1,3,6,0,1,3,1,0,9,coding competition,1,2,1
25,Male,Information Technology,1,7.75,0,,2,3,3,7,5,1,4,4,3,2,hackathon and extracurricular,0,4,7
22,Male,Computer Science,0,6.90,0,,3,6,3,6,5,4,3,0,2,10,hackathon and others,3,3,7
21,Male,Information Technology,0,6.05,0,,7,5,3,5,6,3,1,2,2,7,hackathon and others,2,2,5
22,Male,Electrical,1,6.79,0,,4,5,8,9,6,3,3,3,0,4,hackathon,1,3,7
22,Male,Information Technology,1,6.30,0,,9,9,7,6,1,3,0,0,4,4,coding competition,0,0,5
22,Female,Computer Science,1,8.50,0,,7,5,9,4,1,1,0,4,2,3,coding competition,1,2,2
22,Male,Electronics And Communication,1,9.37,0,,4,3,3,5,3,0,0,3,1,9,hackathon and others,2,4,3
21,Female,Computer Science,1,9.35,0,,2,6,4,8,1,0,1,3,2,2,coding competition,2,4,2
22,Male,Computer Science,1,8.40,0,,3,7,9,8,1,0,3,2,0,2,hackathon and others,1,2,2
21,Female,Information Technology,1,8.69,0,,3,9,9,8,1,0,0,3,4,3,hackathon and extracurricular,3,0,4
21,Male,Electrical,0,7.70,0,,7,9,9,5,6,1,4,1,1,1,hackathon and coding competition,3,0,5
22,Male,Mechanical,0,7.89,0,,9,1,7,6,5,0,4,0,1,8,hackathon and others,2,3,1
22,Female,Computer Science,2,6.04,0,,7,1,9,4,3,1,2,0,1,10,hackathon and coding competition,3,0,1
22,Male,Computer Science,1,8.62,0,,7,2,4,6,2,3,3,2,2,2,hackathon and extracurricular,0,1,4
22,Male,Computer Science,1,6.64,0,,2,0,7,7,6,4,3,2,3,7,hackathon and extracurricular,2,1,3
21,Male,Information Technology,0,6.76,0,,3,7,7,6,4,4,2,4,4,3,hackathon,1,2,5
21,Female,Electronics And Communication,0,6.03,0,,10,0,7,8,3,2,1,2,1,4,hackathon and extracurricular,0,0,7
21,Male,Electrical,1,7.74,0,,7,0,5,7,4,3,2,3,3,10,hackathon and others,3,1,7
22,Male,Computer Science,1,7.46,0,,7,2,8,3,3,2,0,3,1,6,hackathon and others,0,0,5
22,Male,Electrical,0,8.28,0,,2,3,7,7,5,1,1,2,4,3,hackathon and others,2,0,2
21,Male,Electrical,1,9.96,1,,1,0,8,7,3,3,1,2,1,9,coding competition,3,4,7
21,Female,Mechanical,1,7.99,0,,8,2,6,4,0,2,1,3,1,3,hackathon and coding competition,3,3,3
22,Male,Electrical,0,9.19,0,,8,1,3,6,2,3,1,2,0,6,coding competition,1,4,4
21,Female,Information Technology,2,6.13,0,,4,2,6,9,5,3,2,1,1,2,hackathon and others,0,1,6
22,Male,Mechanical,0,8.94,0,,8,9,4,9,4,4,1,1,1,5,hackathon,3,2,3
21,Male,Computer Science,1,9.14,0,,9,4,7,4,0,2,3,0,0,3,hackathon and others,0,2,3
22,Male,Civil,0,9.23,1,,7,9,5,9,1,2,4,3,3,10,hackathon and others,3,0,4
21,Male,Information Technology,0,7.80,0,,8,4,6,5,6,1,1,2,1,5,hackathon and extracurricular,1,4,6
21,Female,Electronics And Communication,1,9.20,1,,4,2,4,7,6,0,4,1,2,3,hackathon and extracurricular,0,4,1
22,Female,Information Technology,1,8.73,0,,4,3,3,4,4,3,3,0,1,2,hackathon and coding competition,3,4,1
22,Male,Mechanical,1,8.18,0,,5,1,4,6,1,3,4,2,3,10,hackathon and coding competition,0,4,5
22,Male,Civil,0,7.02,0,,2,4,7,3,3,0,0,4,1,7,hackathon and extracurricular,1,3,4
22,Male,Civil,0,9.67,0,,1,9,5,7,4,3,0,3,1,2,hackathon,0,2,6
22,Male,Computer Science,1,9.56,0,,9,8,3,8,1,1,1,1,0,7,hackathon and coding competition,3,3,1
22,Male,Electronics And Communication,1,6.69,0,,5,9,7,5,4,3,4,0,4,4,coding competition,0,1,2
22,Male,Computer Science,2,7.04,1,,2,2,9,4,3,4,3,3,3,3,hackathon,1,1,6
22,Female,Electrical,0,6.58,0,,2,6,3,3,0,4,3,3,1,5,hackathon and coding competition,1,3,4
22,Male,Information Technology,1,8.75,0,,4,2,8,3,6,4,3,1,1,1,coding competition,1,4,7
22,Female,Computer Science,0,7.19,0,,4,2,8,3,6,1,1,4,2,5,coding competition,1,2,5
22,Male,Electrical,0,7.14,0,,1,9,9,9,6,0,2,3,1,5,hackathon and extracurricular,1,2,5
21,Male,Electronics And Communication,0,6.22,1,,8,1,7,5,0,3,2,2,3,4,coding competition,3,4,7
22,Female,Information Technology,0,7.93,0,,5,6,5,6,2,3,1,1,4,3,hackathon and others,2,4,1
21,Male,Computer Science,1,9.87,0,,6,8,5,6,4,2,3,4,2,5,coding competition,3,4,7
22,Male,Civil,1,8.31,0,,5,1,7,9,1,0,4,1,3,5,hackathon and others,0,0,6
21,Female,Information Technology,0,7.45,0,,3,0,7,8,1,3,3,2,2,7,coding competition,1,4,6
22,Male,Computer Science,1,7.40,0,,10,3,4,6,6,4,0,2,1,7,coding competition,3,2,6
21,Male,Mechanical,0,6.46,0,,4,8,4,9,1,4,2,2,0,2,coding competition,3,1,2
22,Male,Civil,0,8.01,0,,5,9,5,8,1,4,1,2,4,6,hackathon and extracurricular,2,2,1
22,Male,Computer Science,1,7.11,0,,8,0,6,4,4,3,1,3,3,4,hackathon,2,0,6
22,Male,Computer Science,1,8.04,0,,2,5,5,8,6,3,2,1,4,6,coding competition,2,0,6
21,Male,Civil,0,6.68,0,,7,7,7,3,5,3,1,0,4,9,coding competition,2,0,4
22,Male,Computer Science,1,6.38,0,,1,8,9,9,4,4,2,4,4,4,hackathon and others,3,3,2
21,Male,Civil,1,9.67,0,,5,3,7,9,1,1,1,0,4,1,coding competition,0,2,7
21,Male,Electronics And Communication,1,6.02,1,,6,7,8,6,6,0,4,1,3,8,hackathon and coding competition,0,1,7
22,Female,Mechanical,1,6.30,0,,10,3,6,4,3,0,0,4,2,3,hackathon and others,1,3,6
22,Male,Information Technology,0,8.00,0,,2,8,6,7,6,2,1,2,0,10,hackathon,3,3,1
21,Male,Civil,0,8.99,0,,2,5,9,9,5,1,1,3,1,5,hackathon and extracurricular,2,0,1
22,Male,Electronics And Communication,1,6.22,0,,1,6,7,3,4,2,3,1,2,10,hackathon and coding competition,0,3,3
21,Male,Mechanical,0,7.79,0,,5,0,9,9,6,4,0,3,1,1,hackathon and others,2,4,1
21,Female,Electrical,0,6.88,0,,2,7,4,7,0,2,2,2,1,4,hackathon and extracurricular,0,0,6
22,Male,Computer Science,0,9.88,0,,4,1,3,9,4,3,3,0,3,2,hackathon and extracurricular,0,2,6
22,Female,Information Technology,1,6.92,0,,9,0,9,3,4,4,0,1,3,3,hackathon,1,4,3
21,Male,Electronics And Communication,1,8.59,0,,7,7,5,3,5,3,1,1,4,1,hackathon and extracurricular,2,2,2
21,Male,Computer Science,2,7.16,0,,5,9,9,5,2,0,0,0,1,4,hackathon and others,1,2,4
22,Male,Civil,0,8.08,1,,7,9,9,7,5,4,1,4,1,6,coding competition,1,0,7
21,Male,Electronics And Communication,0,9.90,0,,2,9,5,8,2,0,2,4,0,3,hackathon and extracurricular,2,0,7
21,Male,Civil,0,6.85,0,,7,1,9,8,3,0,2,0,4,8,hackathon,0,3,6
21,Male,Mechanical,0,8.07,0,,9,7,5,9,1,4,3,3,4,7,hackathon and coding competition,0,1,3
21,Female,Information Technology,0,9.16,0,,10,9,4,6,4,2,3,3,1,2,hackathon,3,2,6
21,Male,Electronics And Communication,2,8.56,0,,3,7,9,3,0,2,3,2,2,4,hackathon and others,3,3,6
21,Female,Information Technology,0,7.24,0,,3,1,9,6,5,1,2,1,1,8,hackathon and coding competition,3,1,1
21,Male,Electronics And Communication,0,8.20,0,,4,2,8,3,0,3,1,0,1,5,hackathon and others,0,2,4
21,Male,Information Technology,1,6.46,0,,8,2,8,9,3,2,3,4,4,9,hackathon and extracurricular,3,4,2
22,Male,Electronics And Communication,3,7.93,0,,6,9,4,9,4,1,1,0,4,3,hackathon and others,0,1,2
21,Male,Mechanical,0,9.12,0,,7,7,7,7,5,2,0,0,0,9,hackathon,1,3,5
21,Male,Mechanical,0,6.39,0,,1,2,3,8,2,3,0,2,3,10,coding competition,0,1,3
21,Female,Mechanical,1,8.94,0,,9,7,8,4,0,4,0,4,3,1,hackathon,2,0,4
22,Male,Electrical,0,7.35,0,,10,8,3,5,5,1,3,3,3,4,hackathon and others,2,3,7
21,Male,Information Technology,0,6.04,0,,6,0,6,3,1,4,0,4,4,2,hackathon and others,1,0,4
22,Female,Information Technology,0,7.37,0,,4,1,8,9,1,2,1,4,3,1,hackathon and coding competition,3,0,3
22,Male,Computer Science,1,8.51,0,,8,2,4,4,3,4,3,3,2,7,hackathon,0,3,5
21,Male,Information Technology,0,6.88,0,,2,6,7,6,2,1,4,2,3,1,hackathon and extracurricular,2,3,5
22,Male,Computer Science,1,6.90,0,,6,0,8,9,2,2,4,0,2,6,coding competition,2,4,6
22,Male,Mechanical,1,9.91,0,,3,7,8,4,1,4,3,0,0,8,hackathon,0,3,3
22,Male,Electrical,0,8.56,0,,8,9,6,4,0,3,0,0,0,6,hackathon and others,2,2,7
22,Male,Electronics And Communication,1,6.92,1,,7,9,3,3,6,3,3,3,4,8,hackathon and extracurricular,0,2,5
21,Male,Computer Science,0,9.40,0,,7,9,7,9,0,4,2,3,2,9,coding competition,2,1,6
22,Male,Electrical,1,9.12,0,,2,5,3,6,1,2,3,3,4,10,hackathon and extracurricular,0,2,2
